# domain	grade	kind	question	answer
# Open PK-K-G1 curriculum bank — generated by curriculum_open.py
science	grade1	path	days in week	seven
vision	kindergarten	fact	digit 0 name	zero
vision	kindergarten	fact	name of digit 0	zero
vision	kindergarten	fact	digit 1 name	one
vision	kindergarten	fact	name of digit 1	one
vision	kindergarten	fact	digit 2 name	two
vision	kindergarten	fact	name of digit 2	two
vision	kindergarten	fact	digit 3 name	three
vision	kindergarten	fact	name of digit 3	three
vision	kindergarten	fact	digit 4 name	four
vision	kindergarten	fact	name of digit 4	four
vision	kindergarten	fact	digit 5 name	five
vision	kindergarten	fact	name of digit 5	five
vision	grade1	fact	digit 6 name	six
vision	grade1	fact	name of digit 6	six
vision	grade1	fact	digit 7 name	seven
vision	grade1	fact	name of digit 7	seven
vision	grade1	fact	digit 8 name	eight
vision	grade1	fact	name of digit 8	eight
vision	grade1	fact	digit 9 name	nine
vision	grade1	fact	name of digit 9	nine
