# domain	grade	kind	question	answer
# Open PK→G8 curriculum — curriculum_open.py
math	grade6	fact	integer 0 minus 4	-4
math	grade6	fact	integer 0 plus 5	5
math	grade6	fact	integer 0 minus 5	-5
math	grade6	fact	integer 1 plus -5	-4
math	grade6	fact	integer 1 minus -5	6
math	grade6	fact	integer 1 plus -4	-3
math	grade6	fact	integer 1 minus -4	5
math	grade6	fact	integer 1 plus -3	-2
math	grade6	fact	integer 1 minus -3	4
math	grade6	fact	integer 1 plus -2	-1
math	grade6	fact	integer 1 minus -2	3
math	grade6	fact	integer 1 plus -1	0
math	grade6	fact	integer 1 minus -1	2
math	grade6	fact	integer 1 plus 0	1
math	grade6	fact	integer 1 minus 0	1
math	grade6	fact	integer 1 plus 1	2
math	grade6	fact	integer 1 minus 1	0
math	grade6	fact	integer 1 plus 2	3
math	grade6	fact	integer 1 minus 2	-1
math	grade6	fact	integer 1 plus 3	4
math	grade6	fact	integer 1 minus 3	-2
math	grade6	fact	integer 1 plus 4	5
math	grade6	fact	integer 1 minus 4	-3
math	grade6	fact	integer 1 plus 5	6
math	grade6	fact	integer 1 minus 5	-4
math	grade6	fact	integer 2 plus -5	-3
math	grade6	fact	integer 2 minus -5	7
math	grade6	fact	integer 2 plus -4	-2
math	grade6	fact	integer 2 minus -4	6
math	grade6	fact	integer 2 plus -3	-1
math	grade6	fact	integer 2 minus -3	5
math	grade6	fact	integer 2 plus -2	0
math	grade6	fact	integer 2 minus -2	4
math	grade6	fact	integer 2 plus -1	1
math	grade6	fact	integer 2 minus -1	3
math	grade6	fact	integer 2 plus 0	2
math	grade6	fact	integer 2 minus 0	2
math	grade6	fact	integer 2 plus 1	3
math	grade6	fact	integer 2 minus 1	1
math	grade6	fact	integer 2 plus 2	4
math	grade6	fact	integer 2 minus 2	0
math	grade6	fact	integer 2 plus 3	5
math	grade6	fact	integer 2 minus 3	-1
math	grade6	fact	integer 2 plus 4	6
math	grade6	fact	integer 2 minus 4	-2
math	grade6	fact	integer 2 plus 5	7
math	grade6	fact	integer 2 minus 5	-3
math	grade6	fact	integer 3 plus -5	-2
math	grade6	fact	integer 3 minus -5	8
math	grade6	fact	integer 3 plus -4	-1
math	grade6	fact	integer 3 minus -4	7
math	grade6	fact	integer 3 plus -3	0
math	grade6	fact	integer 3 minus -3	6
math	grade6	fact	integer 3 plus -2	1
math	grade6	fact	integer 3 minus -2	5
math	grade6	fact	integer 3 plus -1	2
math	grade6	fact	integer 3 minus -1	4
math	grade6	fact	integer 3 plus 0	3
math	grade6	fact	integer 3 minus 0	3
math	grade6	fact	integer 3 plus 1	4
math	grade6	fact	integer 3 minus 1	2
math	grade6	fact	integer 3 plus 2	5
math	grade6	fact	integer 3 minus 2	1
math	grade6	fact	integer 3 plus 3	6
math	grade6	fact	integer 3 minus 3	0
math	grade6	fact	integer 3 plus 4	7
math	grade6	fact	integer 3 minus 4	-1
math	grade6	fact	integer 3 plus 5	8
math	grade6	fact	integer 3 minus 5	-2
math	grade6	fact	integer 4 plus -5	-1
math	grade6	fact	integer 4 minus -5	9
math	grade6	fact	integer 4 plus -4	0
math	grade6	fact	integer 4 minus -4	8
math	grade6	fact	integer 4 plus -3	1
math	grade6	fact	integer 4 minus -3	7
math	grade6	fact	integer 4 plus -2	2
math	grade6	fact	integer 4 minus -2	6
math	grade6	fact	integer 4 plus -1	3
math	grade6	fact	integer 4 minus -1	5
math	grade6	fact	integer 4 plus 0	4
math	grade6	fact	integer 4 minus 0	4
math	grade6	fact	integer 4 plus 1	5
math	grade6	fact	integer 4 minus 1	3
math	grade6	fact	integer 4 plus 2	6
math	grade6	fact	integer 4 minus 2	2
math	grade6	fact	integer 4 plus 3	7
math	grade6	fact	integer 4 minus 3	1
math	grade6	fact	integer 4 plus 4	8
math	grade6	fact	integer 4 minus 4	0
math	grade6	fact	integer 4 plus 5	9
math	grade6	fact	integer 4 minus 5	-1
math	grade6	fact	integer 5 plus -5	0
math	grade6	fact	integer 5 minus -5	10
math	grade6	fact	integer 5 plus -4	1
math	grade6	fact	integer 5 minus -4	9
math	grade6	fact	integer 5 plus -3	2
math	grade6	fact	integer 5 minus -3	8
math	grade6	fact	integer 5 plus -2	3
math	grade6	fact	integer 5 minus -2	7
math	grade6	fact	integer 5 plus -1	4
math	grade6	fact	integer 5 minus -1	6
math	grade6	fact	integer 5 plus 0	5
math	grade6	fact	integer 5 minus 0	5
math	grade6	fact	integer 5 plus 1	6
math	grade6	fact	integer 5 minus 1	4
math	grade6	fact	integer 5 plus 2	7
math	grade6	fact	integer 5 minus 2	3
math	grade6	fact	integer 5 plus 3	8
math	grade6	fact	integer 5 minus 3	2
math	grade6	fact	integer 5 plus 4	9
math	grade6	fact	integer 5 minus 4	1
math	grade6	fact	integer 5 plus 5	10
math	grade6	fact	integer 5 minus 5	0
math	grade6	fact	evaluate 2+3*4	14
math	grade6	problem	compute 2+3*4	14
math	grade6	fact	evaluate 10-2*3	4
math	grade6	problem	compute 10-2*3	4
math	grade6	fact	evaluate (2+3)*4	20
math	grade6	problem	compute (2+3)*4	20
math	grade6	fact	evaluate 12/3+2	6
math	grade6	problem	compute 12/3+2	6
math	grade6	fact	evaluate 5*2-4	6
math	grade6	problem	compute 5*2-4	6
math	grade7	fact	proportion 1/1 = 2/x x is	2
math	grade7	fact	proportion 1/1 = 4/x x is	4
math	grade7	fact	proportion 1/1 = 6/x x is	6
math	grade7	fact	proportion 1/1 = 8/x x is	8
math	grade7	fact	proportion 1/1 = 10/x x is	10
math	grade7	fact	proportion 1/1 = 12/x x is	12
math	grade7	fact	proportion 1/2 = 2/x x is	4
math	grade7	fact	proportion 1/2 = 4/x x is	8
math	grade7	fact	proportion 1/2 = 6/x x is	12
math	grade7	fact	proportion 1/2 = 8/x x is	16
math	grade7	fact	proportion 1/2 = 10/x x is	20
math	grade7	fact	proportion 1/2 = 12/x x is	24
math	grade7	fact	proportion 1/3 = 2/x x is	6
math	grade7	fact	proportion 1/3 = 4/x x is	12
math	grade7	fact	proportion 1/3 = 6/x x is	18
math	grade7	fact	proportion 1/3 = 8/x x is	24
math	grade7	fact	proportion 1/3 = 10/x x is	30
math	grade7	fact	proportion 1/3 = 12/x x is	36
math	grade7	fact	proportion 1/4 = 2/x x is	8
math	grade7	fact	proportion 1/4 = 4/x x is	16
math	grade7	fact	proportion 1/4 = 6/x x is	24
math	grade7	fact	proportion 1/4 = 8/x x is	32
math	grade7	fact	proportion 1/4 = 10/x x is	40
math	grade7	fact	proportion 1/4 = 12/x x is	48
math	grade7	fact	proportion 1/5 = 2/x x is	10
math	grade7	fact	proportion 1/5 = 4/x x is	20
math	grade7	fact	proportion 1/5 = 6/x x is	30
math	grade7	fact	proportion 1/5 = 8/x x is	40
math	grade7	fact	proportion 1/5 = 10/x x is	50
math	grade7	fact	proportion 1/5 = 12/x x is	60
math	grade7	fact	proportion 1/6 = 2/x x is	12
math	grade7	fact	proportion 1/6 = 4/x x is	24
math	grade7	fact	proportion 1/6 = 6/x x is	36
math	grade7	fact	proportion 1/6 = 8/x x is	48
math	grade7	fact	proportion 1/6 = 10/x x is	60
math	grade7	fact	proportion 1/6 = 12/x x is	72
math	grade7	fact	proportion 1/7 = 2/x x is	14
math	grade7	fact	proportion 1/7 = 4/x x is	28
math	grade7	fact	proportion 1/7 = 6/x x is	42
math	grade7	fact	proportion 1/7 = 8/x x is	56
math	grade7	fact	proportion 1/7 = 10/x x is	70
math	grade7	fact	proportion 1/7 = 12/x x is	84
math	grade7	fact	proportion 1/8 = 2/x x is	16
math	grade7	fact	proportion 1/8 = 4/x x is	32
math	grade7	fact	proportion 1/8 = 6/x x is	48
math	grade7	fact	proportion 1/8 = 8/x x is	64
math	grade7	fact	proportion 1/8 = 10/x x is	80
math	grade7	fact	proportion 1/8 = 12/x x is	96
math	grade7	fact	proportion 2/1 = 2/x x is	1
math	grade7	fact	proportion 2/1 = 4/x x is	2
math	grade7	fact	proportion 2/1 = 6/x x is	3
math	grade7	fact	proportion 2/1 = 8/x x is	4
math	grade7	fact	proportion 2/1 = 10/x x is	5
math	grade7	fact	proportion 2/1 = 12/x x is	6
math	grade7	fact	proportion 2/2 = 2/x x is	2
math	grade7	fact	proportion 2/2 = 4/x x is	4
math	grade7	fact	proportion 2/2 = 6/x x is	6
math	grade7	fact	proportion 2/2 = 8/x x is	8
math	grade7	fact	proportion 2/2 = 10/x x is	10
math	grade7	fact	proportion 2/2 = 12/x x is	12
math	grade7	fact	proportion 2/3 = 2/x x is	3
math	grade7	fact	proportion 2/3 = 4/x x is	6
math	grade7	fact	proportion 2/3 = 6/x x is	9
math	grade7	fact	proportion 2/3 = 8/x x is	12
math	grade7	fact	proportion 2/3 = 10/x x is	15
math	grade7	fact	proportion 2/3 = 12/x x is	18
math	grade7	fact	proportion 2/4 = 2/x x is	4
math	grade7	fact	proportion 2/4 = 4/x x is	8
math	grade7	fact	proportion 2/4 = 6/x x is	12
math	grade7	fact	proportion 2/4 = 8/x x is	16
math	grade7	fact	proportion 2/4 = 10/x x is	20
math	grade7	fact	proportion 2/4 = 12/x x is	24
math	grade7	fact	proportion 2/5 = 2/x x is	5
math	grade7	fact	proportion 2/5 = 4/x x is	10
math	grade7	fact	proportion 2/5 = 6/x x is	15
math	grade7	fact	proportion 2/5 = 8/x x is	20
math	grade7	fact	proportion 2/5 = 10/x x is	25
math	grade7	fact	proportion 2/5 = 12/x x is	30
math	grade7	fact	proportion 2/6 = 2/x x is	6
math	grade7	fact	proportion 2/6 = 4/x x is	12
math	grade7	fact	proportion 2/6 = 6/x x is	18
math	grade7	fact	proportion 2/6 = 8/x x is	24
math	grade7	fact	proportion 2/6 = 10/x x is	30
math	grade7	fact	proportion 2/6 = 12/x x is	36
math	grade7	fact	proportion 2/7 = 2/x x is	7
math	grade7	fact	proportion 2/7 = 4/x x is	14
math	grade7	fact	proportion 2/7 = 6/x x is	21
math	grade7	fact	proportion 2/7 = 8/x x is	28
math	grade7	fact	proportion 2/7 = 10/x x is	35
math	grade7	fact	proportion 2/7 = 12/x x is	42
math	grade7	fact	proportion 2/8 = 2/x x is	8
math	grade7	fact	proportion 2/8 = 4/x x is	16
math	grade7	fact	proportion 2/8 = 6/x x is	24
math	grade7	fact	proportion 2/8 = 8/x x is	32
math	grade7	fact	proportion 2/8 = 10/x x is	40
math	grade7	fact	proportion 2/8 = 12/x x is	48
math	grade7	fact	proportion 3/1 = 6/x x is	2
math	grade7	fact	proportion 3/1 = 12/x x is	4
math	grade7	fact	proportion 3/2 = 6/x x is	4
math	grade7	fact	proportion 3/2 = 12/x x is	8
math	grade7	fact	proportion 3/3 = 2/x x is	2
math	grade7	fact	proportion 3/3 = 4/x x is	4
math	grade7	fact	proportion 3/3 = 6/x x is	6
math	grade7	fact	proportion 3/3 = 8/x x is	8
math	grade7	fact	proportion 3/3 = 10/x x is	10
math	grade7	fact	proportion 3/3 = 12/x x is	12
math	grade7	fact	proportion 3/4 = 6/x x is	8
math	grade7	fact	proportion 3/4 = 12/x x is	16
math	grade7	fact	proportion 3/5 = 6/x x is	10
math	grade7	fact	proportion 3/5 = 12/x x is	20
math	grade7	fact	proportion 3/6 = 2/x x is	4
math	grade7	fact	proportion 3/6 = 4/x x is	8
math	grade7	fact	proportion 3/6 = 6/x x is	12
math	grade7	fact	proportion 3/6 = 8/x x is	16
math	grade7	fact	proportion 3/6 = 10/x x is	20
math	grade7	fact	proportion 3/6 = 12/x x is	24
math	grade7	fact	proportion 3/7 = 6/x x is	14
math	grade7	fact	proportion 3/7 = 12/x x is	28
math	grade7	fact	proportion 3/8 = 6/x x is	16
math	grade7	fact	proportion 3/8 = 12/x x is	32
math	grade7	fact	proportion 4/1 = 4/x x is	1
math	grade7	fact	proportion 4/1 = 8/x x is	2
math	grade7	fact	proportion 4/1 = 12/x x is	3
math	grade7	fact	proportion 4/2 = 2/x x is	1
math	grade7	fact	proportion 4/2 = 4/x x is	2
math	grade7	fact	proportion 4/2 = 6/x x is	3
math	grade7	fact	proportion 4/2 = 8/x x is	4
math	grade7	fact	proportion 4/2 = 10/x x is	5
math	grade7	fact	proportion 4/2 = 12/x x is	6
math	grade7	fact	proportion 4/3 = 4/x x is	3
math	grade7	fact	proportion 4/3 = 8/x x is	6
math	grade7	fact	proportion 4/3 = 12/x x is	9
math	grade7	fact	proportion 4/4 = 2/x x is	2
math	grade7	fact	proportion 4/4 = 4/x x is	4
math	grade7	fact	proportion 4/4 = 6/x x is	6
math	grade7	fact	proportion 4/4 = 8/x x is	8
math	grade7	fact	proportion 4/4 = 10/x x is	10
math	grade7	fact	proportion 4/4 = 12/x x is	12
math	grade7	fact	proportion 4/5 = 4/x x is	5
math	grade7	fact	proportion 4/5 = 8/x x is	10
math	grade7	fact	proportion 4/5 = 12/x x is	15
math	grade7	fact	proportion 4/6 = 2/x x is	3
math	grade7	fact	proportion 4/6 = 4/x x is	6
math	grade7	fact	proportion 4/6 = 6/x x is	9
math	grade7	fact	proportion 4/6 = 8/x x is	12
math	grade7	fact	proportion 4/6 = 10/x x is	15
math	grade7	fact	proportion 4/6 = 12/x x is	18
math	grade7	fact	proportion 4/7 = 4/x x is	7
math	grade7	fact	proportion 4/7 = 8/x x is	14
math	grade7	fact	proportion 4/7 = 12/x x is	21
math	grade7	fact	proportion 4/8 = 2/x x is	4
math	grade7	fact	proportion 4/8 = 4/x x is	8
math	grade7	fact	proportion 4/8 = 6/x x is	12
math	grade7	fact	proportion 4/8 = 8/x x is	16
math	grade7	fact	proportion 4/8 = 10/x x is	20
math	grade7	fact	proportion 4/8 = 12/x x is	24
math	grade7	fact	proportion 5/1 = 10/x x is	2
math	grade7	fact	proportion 5/2 = 10/x x is	4
math	grade7	fact	proportion 5/3 = 10/x x is	6
math	grade7	fact	proportion 5/4 = 10/x x is	8
math	grade7	fact	proportion 5/5 = 2/x x is	2
math	grade7	fact	proportion 5/5 = 4/x x is	4
math	grade7	fact	proportion 5/5 = 6/x x is	6
math	grade7	fact	proportion 5/5 = 8/x x is	8
math	grade7	fact	proportion 5/5 = 10/x x is	10
math	grade7	fact	proportion 5/5 = 12/x x is	12
math	grade7	fact	proportion 5/6 = 10/x x is	12
math	grade7	fact	proportion 5/7 = 10/x x is	14
math	grade7	fact	proportion 5/8 = 10/x x is	16
math	grade7	fact	proportion 6/1 = 6/x x is	1
math	grade7	fact	proportion 6/1 = 12/x x is	2
math	grade7	fact	proportion 6/2 = 6/x x is	2
math	grade7	fact	proportion 6/2 = 12/x x is	4
math	grade7	fact	proportion 6/3 = 2/x x is	1
math	grade7	fact	proportion 6/3 = 4/x x is	2
math	grade7	fact	proportion 6/3 = 6/x x is	3
math	grade7	fact	proportion 6/3 = 8/x x is	4
math	grade7	fact	proportion 6/3 = 10/x x is	5
math	grade7	fact	proportion 6/3 = 12/x x is	6
math	grade7	fact	proportion 6/4 = 6/x x is	4
math	grade7	fact	proportion 6/4 = 12/x x is	8
math	grade7	fact	proportion 6/5 = 6/x x is	5
math	grade7	fact	proportion 6/5 = 12/x x is	10
math	grade7	fact	proportion 6/6 = 2/x x is	2
math	grade7	fact	proportion 6/6 = 4/x x is	4
math	grade7	fact	proportion 6/6 = 6/x x is	6
math	grade7	fact	proportion 6/6 = 8/x x is	8
math	grade7	fact	proportion 6/6 = 10/x x is	10
math	grade7	fact	proportion 6/6 = 12/x x is	12
math	grade7	fact	proportion 6/7 = 6/x x is	7
math	grade7	fact	proportion 6/7 = 12/x x is	14
math	grade7	fact	proportion 6/8 = 6/x x is	8
math	grade7	fact	proportion 6/8 = 12/x x is	16
math	grade7	fact	proportion 7/7 = 2/x x is	2
math	grade7	fact	proportion 7/7 = 4/x x is	4
math	grade7	fact	proportion 7/7 = 6/x x is	6
math	grade7	fact	proportion 7/7 = 8/x x is	8
math	grade7	fact	proportion 7/7 = 10/x x is	10
math	grade7	fact	proportion 7/7 = 12/x x is	12
math	grade7	fact	proportion 8/1 = 8/x x is	1
math	grade7	fact	proportion 8/2 = 4/x x is	1
math	grade7	fact	proportion 8/2 = 8/x x is	2
math	grade7	fact	proportion 8/2 = 12/x x is	3
math	grade7	fact	proportion 8/3 = 8/x x is	3
math	grade7	fact	proportion 8/4 = 2/x x is	1
math	grade7	fact	proportion 8/4 = 4/x x is	2
math	grade7	fact	proportion 8/4 = 6/x x is	3
math	grade7	fact	proportion 8/4 = 8/x x is	4
math	grade7	fact	proportion 8/4 = 10/x x is	5
math	grade7	fact	proportion 8/4 = 12/x x is	6
math	grade7	fact	proportion 8/5 = 8/x x is	5
math	grade7	fact	proportion 8/6 = 4/x x is	3
math	grade7	fact	proportion 8/6 = 8/x x is	6
math	grade7	fact	proportion 8/6 = 12/x x is	9
math	grade7	fact	proportion 8/7 = 8/x x is	7
math	grade7	fact	proportion 8/8 = 2/x x is	2
math	grade7	fact	proportion 8/8 = 4/x x is	4
math	grade7	fact	proportion 8/8 = 6/x x is	6
math	grade7	fact	proportion 8/8 = 8/x x is	8
math	grade7	fact	proportion 8/8 = 10/x x is	10
math	grade7	fact	proportion 8/8 = 12/x x is	12
math	grade7	fact	linear -4*x+-3 at x=0	-3
math	grade7	fact	linear -4*x+-2 at x=0	-2
math	grade7	fact	linear -4*x+-1 at x=0	-1
math	grade7	fact	linear -4*x+0 at x=0	0
math	grade7	fact	linear -4*x+1 at x=0	1
math	grade7	fact	linear -4*x+2 at x=0	2
math	grade7	fact	linear -4*x+3 at x=0	3
math	grade7	fact	linear -4*x+-3 at x=1	-7
math	grade7	fact	linear -4*x+-2 at x=1	-6
math	grade7	fact	linear -4*x+-1 at x=1	-5
math	grade7	fact	linear -4*x+0 at x=1	-4
math	grade7	fact	linear -4*x+1 at x=1	-3
math	grade7	fact	linear -4*x+2 at x=1	-2
math	grade7	fact	linear -4*x+3 at x=1	-1
math	grade7	fact	linear -4*x+-3 at x=2	-11
math	grade7	fact	linear -4*x+-2 at x=2	-10
math	grade7	fact	linear -4*x+-1 at x=2	-9
math	grade7	fact	linear -4*x+0 at x=2	-8
math	grade7	fact	linear -4*x+1 at x=2	-7
math	grade7	fact	linear -4*x+2 at x=2	-6
math	grade7	fact	linear -4*x+3 at x=2	-5
math	grade7	fact	linear -4*x+-3 at x=3	-15
math	grade7	fact	linear -4*x+-2 at x=3	-14
math	grade7	fact	linear -4*x+-1 at x=3	-13
math	grade7	fact	linear -4*x+0 at x=3	-12
math	grade7	fact	linear -4*x+1 at x=3	-11
math	grade7	fact	linear -4*x+2 at x=3	-10
math	grade7	fact	linear -4*x+3 at x=3	-9
math	grade7	fact	linear -4*x+-3 at x=4	-19
math	grade7	fact	linear -4*x+-2 at x=4	-18
math	grade7	fact	linear -4*x+-1 at x=4	-17
math	grade7	fact	linear -4*x+0 at x=4	-16
math	grade7	fact	linear -4*x+1 at x=4	-15
math	grade7	fact	linear -4*x+2 at x=4	-14
math	grade7	fact	linear -4*x+3 at x=4	-13
math	grade7	fact	linear -4*x+-3 at x=5	-23
math	grade7	fact	linear -4*x+-2 at x=5	-22
math	grade7	fact	linear -4*x+-1 at x=5	-21
math	grade7	fact	linear -4*x+0 at x=5	-20
math	grade7	fact	linear -4*x+1 at x=5	-19
math	grade7	fact	linear -4*x+2 at x=5	-18
math	grade7	fact	linear -4*x+3 at x=5	-17
math	grade7	fact	linear -4*x+-3 at x=6	-27
math	grade7	fact	linear -4*x+-2 at x=6	-26
math	grade7	fact	linear -4*x+-1 at x=6	-25
math	grade7	fact	linear -4*x+0 at x=6	-24
math	grade7	fact	linear -4*x+1 at x=6	-23
math	grade7	fact	linear -4*x+2 at x=6	-22
math	grade7	fact	linear -4*x+3 at x=6	-21
math	grade7	fact	linear -4*x+-3 at x=7	-31
math	grade7	fact	linear -4*x+-2 at x=7	-30
math	grade7	fact	linear -4*x+-1 at x=7	-29
math	grade7	fact	linear -4*x+0 at x=7	-28
math	grade7	fact	linear -4*x+1 at x=7	-27
math	grade7	fact	linear -4*x+2 at x=7	-26
math	grade7	fact	linear -4*x+3 at x=7	-25
math	grade7	fact	linear -3*x+-3 at x=0	-3
math	grade7	fact	linear -3*x+-2 at x=0	-2
math	grade7	fact	linear -3*x+-1 at x=0	-1
math	grade7	fact	linear -3*x+0 at x=0	0
math	grade7	fact	linear -3*x+1 at x=0	1
math	grade7	fact	linear -3*x+2 at x=0	2
math	grade7	fact	linear -3*x+3 at x=0	3
math	grade7	fact	linear -3*x+-3 at x=1	-6
math	grade7	fact	linear -3*x+-2 at x=1	-5
math	grade7	fact	linear -3*x+-1 at x=1	-4
math	grade7	fact	linear -3*x+0 at x=1	-3
math	grade7	fact	linear -3*x+1 at x=1	-2
math	grade7	fact	linear -3*x+2 at x=1	-1
math	grade7	fact	linear -3*x+3 at x=1	0
math	grade7	fact	linear -3*x+-3 at x=2	-9
math	grade7	fact	linear -3*x+-2 at x=2	-8
math	grade7	fact	linear -3*x+-1 at x=2	-7
math	grade7	fact	linear -3*x+0 at x=2	-6
math	grade7	fact	linear -3*x+1 at x=2	-5
math	grade7	fact	linear -3*x+2 at x=2	-4
math	grade7	fact	linear -3*x+3 at x=2	-3
math	grade7	fact	linear -3*x+-3 at x=3	-12
math	grade7	fact	linear -3*x+-2 at x=3	-11
math	grade7	fact	linear -3*x+-1 at x=3	-10
math	grade7	fact	linear -3*x+0 at x=3	-9
math	grade7	fact	linear -3*x+1 at x=3	-8
math	grade7	fact	linear -3*x+2 at x=3	-7
math	grade7	fact	linear -3*x+3 at x=3	-6
math	grade7	fact	linear -3*x+-3 at x=4	-15
math	grade7	fact	linear -3*x+-2 at x=4	-14
math	grade7	fact	linear -3*x+-1 at x=4	-13
math	grade7	fact	linear -3*x+0 at x=4	-12
math	grade7	fact	linear -3*x+1 at x=4	-11
math	grade7	fact	linear -3*x+2 at x=4	-10
math	grade7	fact	linear -3*x+3 at x=4	-9
math	grade7	fact	linear -3*x+-3 at x=5	-18
math	grade7	fact	linear -3*x+-2 at x=5	-17
math	grade7	fact	linear -3*x+-1 at x=5	-16
math	grade7	fact	linear -3*x+0 at x=5	-15
math	grade7	fact	linear -3*x+1 at x=5	-14
math	grade7	fact	linear -3*x+2 at x=5	-13
math	grade7	fact	linear -3*x+3 at x=5	-12
math	grade7	fact	linear -3*x+-3 at x=6	-21
math	grade7	fact	linear -3*x+-2 at x=6	-20
math	grade7	fact	linear -3*x+-1 at x=6	-19
math	grade7	fact	linear -3*x+0 at x=6	-18
math	grade7	fact	linear -3*x+1 at x=6	-17
math	grade7	fact	linear -3*x+2 at x=6	-16
math	grade7	fact	linear -3*x+3 at x=6	-15
math	grade7	fact	linear -3*x+-3 at x=7	-24
math	grade7	fact	linear -3*x+-2 at x=7	-23
math	grade7	fact	linear -3*x+-1 at x=7	-22
math	grade7	fact	linear -3*x+0 at x=7	-21
math	grade7	fact	linear -3*x+1 at x=7	-20
math	grade7	fact	linear -3*x+2 at x=7	-19
math	grade7	fact	linear -3*x+3 at x=7	-18
math	grade7	fact	linear -2*x+-3 at x=0	-3
math	grade7	fact	linear -2*x+-2 at x=0	-2
math	grade7	fact	linear -2*x+-1 at x=0	-1
math	grade7	fact	linear -2*x+0 at x=0	0
math	grade7	fact	linear -2*x+1 at x=0	1
math	grade7	fact	linear -2*x+2 at x=0	2
math	grade7	fact	linear -2*x+3 at x=0	3
math	grade7	fact	linear -2*x+-3 at x=1	-5
math	grade7	fact	linear -2*x+-2 at x=1	-4
math	grade7	fact	linear -2*x+-1 at x=1	-3
math	grade7	fact	linear -2*x+0 at x=1	-2
math	grade7	fact	linear -2*x+1 at x=1	-1
math	grade7	fact	linear -2*x+2 at x=1	0
math	grade7	fact	linear -2*x+3 at x=1	1
math	grade7	fact	linear -2*x+-3 at x=2	-7
math	grade7	fact	linear -2*x+-2 at x=2	-6
math	grade7	fact	linear -2*x+-1 at x=2	-5
math	grade7	fact	linear -2*x+0 at x=2	-4
math	grade7	fact	linear -2*x+1 at x=2	-3
math	grade7	fact	linear -2*x+2 at x=2	-2
math	grade7	fact	linear -2*x+3 at x=2	-1
math	grade7	fact	linear -2*x+-3 at x=3	-9
math	grade7	fact	linear -2*x+-2 at x=3	-8
math	grade7	fact	linear -2*x+-1 at x=3	-7
math	grade7	fact	linear -2*x+0 at x=3	-6
math	grade7	fact	linear -2*x+1 at x=3	-5
math	grade7	fact	linear -2*x+2 at x=3	-4
math	grade7	fact	linear -2*x+3 at x=3	-3
math	grade7	fact	linear -2*x+-3 at x=4	-11
math	grade7	fact	linear -2*x+-2 at x=4	-10
math	grade7	fact	linear -2*x+-1 at x=4	-9
math	grade7	fact	linear -2*x+0 at x=4	-8
math	grade7	fact	linear -2*x+1 at x=4	-7
math	grade7	fact	linear -2*x+2 at x=4	-6
math	grade7	fact	linear -2*x+3 at x=4	-5
math	grade7	fact	linear -2*x+-3 at x=5	-13
math	grade7	fact	linear -2*x+-2 at x=5	-12
math	grade7	fact	linear -2*x+-1 at x=5	-11
math	grade7	fact	linear -2*x+0 at x=5	-10
math	grade7	fact	linear -2*x+1 at x=5	-9
math	grade7	fact	linear -2*x+2 at x=5	-8
math	grade7	fact	linear -2*x+3 at x=5	-7
math	grade7	fact	linear -2*x+-3 at x=6	-15
math	grade7	fact	linear -2*x+-2 at x=6	-14
math	grade7	fact	linear -2*x+-1 at x=6	-13
math	grade7	fact	linear -2*x+0 at x=6	-12
math	grade7	fact	linear -2*x+1 at x=6	-11
math	grade7	fact	linear -2*x+2 at x=6	-10
math	grade7	fact	linear -2*x+3 at x=6	-9
math	grade7	fact	linear -2*x+-3 at x=7	-17
math	grade7	fact	linear -2*x+-2 at x=7	-16
math	grade7	fact	linear -2*x+-1 at x=7	-15
math	grade7	fact	linear -2*x+0 at x=7	-14
math	grade7	fact	linear -2*x+1 at x=7	-13
math	grade7	fact	linear -2*x+2 at x=7	-12
math	grade7	fact	linear -2*x+3 at x=7	-11
math	grade7	fact	linear -1*x+-3 at x=0	-3
math	grade7	fact	linear -1*x+-2 at x=0	-2
math	grade7	fact	linear -1*x+-1 at x=0	-1
math	grade7	fact	linear -1*x+0 at x=0	0
math	grade7	fact	linear -1*x+1 at x=0	1
math	grade7	fact	linear -1*x+2 at x=0	2
math	grade7	fact	linear -1*x+3 at x=0	3
math	grade7	fact	linear -1*x+-3 at x=1	-4
math	grade7	fact	linear -1*x+-2 at x=1	-3
math	grade7	fact	linear -1*x+-1 at x=1	-2
math	grade7	fact	linear -1*x+0 at x=1	-1
math	grade7	fact	linear -1*x+1 at x=1	0
math	grade7	fact	linear -1*x+2 at x=1	1
math	grade7	fact	linear -1*x+3 at x=1	2
math	grade7	fact	linear -1*x+-3 at x=2	-5
math	grade7	fact	linear -1*x+-2 at x=2	-4
math	grade7	fact	linear -1*x+-1 at x=2	-3
math	grade7	fact	linear -1*x+0 at x=2	-2
math	grade7	fact	linear -1*x+1 at x=2	-1
math	grade7	fact	linear -1*x+2 at x=2	0
math	grade7	fact	linear -1*x+3 at x=2	1
math	grade7	fact	linear -1*x+-3 at x=3	-6
math	grade7	fact	linear -1*x+-2 at x=3	-5
math	grade7	fact	linear -1*x+-1 at x=3	-4
math	grade7	fact	linear -1*x+0 at x=3	-3
math	grade7	fact	linear -1*x+1 at x=3	-2
math	grade7	fact	linear -1*x+2 at x=3	-1
math	grade7	fact	linear -1*x+3 at x=3	0
math	grade7	fact	linear -1*x+-3 at x=4	-7
math	grade7	fact	linear -1*x+-2 at x=4	-6
math	grade7	fact	linear -1*x+-1 at x=4	-5
math	grade7	fact	linear -1*x+0 at x=4	-4
math	grade7	fact	linear -1*x+1 at x=4	-3
math	grade7	fact	linear -1*x+2 at x=4	-2
math	grade7	fact	linear -1*x+3 at x=4	-1
math	grade7	fact	linear -1*x+-3 at x=5	-8
